State,Fac Ex No,Address Main Entrance,Chicago Preservation Code,Property Category,Estimated Net Assignable Area,Year Acquired,Property Graphic,Building Length,Year Leased,Year Removed,Alternate Address,Estimated Total Net Area,Architect,Property Picture,Ext (IFMA) Gross Area,Comments,City Code,Legal Property Description,Sustainability - Certifications,Primary Assigned,Caretaker,Drawing Type,Removal Status,CSM,Building Height,National Register,Site Code,Fac Ex Abbr,Chicago Landmark,Major Renovation,Estimated Net Non-Assignable Area,CL Justification,Height Comments,Occupancy Classification,FICM Gross Area,City,Property Status,Alternate Property Code,Estimated Temporary Occupancy,Property Code,Physical Property Description,NR Justification,Secondary Assigned,Site Gross,Building Use,Property Name,Responsible Unit,PIN Number,Estimated Permanent Occupancy,Year Constructed,Replaced By,url,Building Width
IL,,5724 South Drexel Avenue,Unknown,Garage/Shed,0.00,1950,,0.00,,2005,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A55,,,Unknown,0.00,Residential,5724 Drexel Garage,Inactive,,0,1890,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=54,0.00
IL,,5707 South Maryland Avenue,Unknown,Building,0.00,1999,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A56,,,Unknown,0.00,Residential,5707 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=55,0.00
IL,,5711 South Maryland Avenue,Unknown,Building,0.00,1991,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A57,,,Unknown,0.00,Residential,5711 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=56,0.00
IL,,5715 South Maryland Avenue,Unknown,Building,0.00,1991,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A58,,,Unknown,0.00,Residential,5715 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=57,0.00
IL,,5730 South Maryland Avenue,Unknown,Building,0.00,,,0.00,,1996,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A59,,,Unknown,0.00,Residential,5730 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=58,0.00
IL,,5732 South Maryland Avenue,Unknown,Building,0.00,,,0.00,,1996,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A60,,,Unknown,0.00,Residential,5732 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=59,0.00
IL,,5733 South Maryland Avenue,Unknown,Building,0.00,1999,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A61,,,Unknown,0.00,Residential,5733 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=60,0.00
IL,17,920 East 58th Street,None,Building,"101,955.00",1973,A62_PHOTO.JPG,115.00,,,,"148,670.00",I.W. Colburn,,"172,407.63",,,,,BSD,University Facilities Services-North Shop,CAD,NA,Yes,148.00,Unknown,Campus,CLSC,No,Piecemeal,"46,715.00",,plus 17' to top of towers,C302,"172,407.63",CHICAGO,Owned,,503,A62,,,Unknown,0.00,Laboratory,Cummings Life Sciences Center,Chicago Biology and  Medicine,20-14-115-012,133,1973,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=61,136.00
IL,,5705 South Maryland Avenue,Unknown,Building,0.00,1969,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A63,,,Unknown,0.00,Residential,5705 Maryland,Inactive,,0,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=62,0.00
IL,,5705 South Maryland Avenue,Unknown,Garage/Shed,0.00,1969,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A64,,,Unknown,0.00,Residential,5705 S. Maryland Garage,Inactive,,0,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=63,0.00
IL,,5717 South Maryland Avenue,Unknown,Building,0.00,1970,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A65,,,Unknown,0.00,Residential,5717 Maryland,Inactive,,0,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=64,0.00
IL,,5725 South Maryland Avenue,Unknown,Building,0.00,1970,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A66,,,Unknown,0.00,Residential,5725 Maryland,Inactive,,0,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=65,0.00
IL,,5725 South Maryland Avenue,Unknown,Garage/Shed,0.00,,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A67,,,Unknown,0.00,Residential,5725 S. Maryland Garage,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=66,0.00
IL,,5741 South Maryland Avenue,Unknown,Building,0.00,1970,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A68,,,Unknown,0.00,Residential,5741 Maryland,Inactive,,0,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=67,0.00
IL,,5741 South Maryland Avenue,Unknown,Building,0.00,,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A69,,,Unknown,0.00,Residential,5741 Maryland Garage,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=68,0.00
IL,,5840 South Maryland Avenue,Unknown,Parking Structure,"1,212.00",1973,,308.00,,,,"303,174.00",Carl Walker and Assoc,,"330,906.58",,,,,UCH,Chicago Biology and  Medicine,CAD,NA,No,48.00,Unknown,Campus,MCP,Unknown,,"301,962.00",,plus 10' to top of tower,J100,"330,906.58",CHICAGO,Owned,,0,A70,,,Unknown,0.00,Parking,Medical Campus Parking A,Chicago Biology and  Medicine,20-14-117-001,0,1973,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=69,226.00
IL,05,5815 South Maryland Avenue,None,Building,"226,924.00",1983,A71_PHOTO.JPG,194.00,,,,"374,718.00",Perkins and Will,,"430,772.02",,,,,UCH,Chicago Biology and  Medicine,CAD,NA,No,76.00,Unknown,Campus,MH,No,,"147,794.00",,plus 25' to penthouse roof,B100,"430,772.02",CHICAGO,Owned,,187,A71,,,Unknown,0.00,Patient Care,Bernard A. Mitchell Hospital,Chicago Biology and  Medicine,"20-14-118-001,2,6",672,1983,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=70,390.00
IL,,5841 South Maryland Avenue,None,Building,"17,043.00",1986,A72_PHOTO.JPG,114.00,,,,"22,925.00",Perkins and Will,,"25,523.16",,,,,BSD,Chicago Biology and  Medicine,CAD,NA,No,40.00,Unknown,Campus,MRI,No,,"5,882.00",,,B100,"25,523.16",CHICAGO,Owned,,50,A72,,,Unknown,0.00,Laboratory,Magnetic Resonance Imaging Building,Chicago Biology and  Medicine,20-14-119-008,53,1986,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=71,102.00
IL,,5841 South Cottage Grove Blvd,Unknown,Parking Structure,"15,210.00",1982,,318.00,,,,"363,208.00",Perkins and Will,,"404,339.31",,,,,UCH,Chicago Biology and  Medicine,CAD,NA,No,48.00,Unknown,Campus,,Unknown,,"347,998.00",,,J100,"340,526.78",CHICAGO,Owned,,0,A73,,,Unknown,0.00,Parking,Parking/Materials Management,Chicago Biology and  Medicine,20-14-117-001,0,1982,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=72,225.00
IL,,5732 South Drexel Avenue,Unknown,Building,0.00,,,0.00,,2005,,0.00,,,0.00,,,,,UCH,Inactive,CAD,Demolished,No,0.00,Unknown,Campus,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A74,,,Unknown,0.00,Residential,Ronald McDonald House,Inactive,,0,1986,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=73,0.00
IL,05,5758 South Maryland Avenue,None,Building,"304,447.00",1996,A75_PHOTO.JPG,379.00,,,,"478,368.00","Hansen Lind Meyer, Inc.",,"546,470.61",,,,,UCH,Chicago Biology and  Medicine,CAD,NA,No,120.00,Unknown,Campus,DCAM,No,,"173,921.00",,,B100,"534,370.42",CHICAGO,Owned,,818,A75,,,Unknown,0.00,Patient Care,Duchossois Center for Advanced Medicine,Chicago Biology and  Medicine,20-14-113-024,205,1996,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=74,237.00
IL,,5700 South Maryland Avenue,Unknown,Parking Structure,0.00,1997,,0.00,,2009,,"143,528.00",,,"156,520.65",,,,,UCH,Inactive,CAD,Demolished,No,0.00,Unknown,Campus,,Unknown,,"143,528.00",,,,"156,520.65",CHICAGO,Demolished,,0,A76,,,Unknown,0.00,Parking,DCAM Garage,Inactive,20-14-113-024,0,1996,A95 New Hospital Pavilion,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=75,0.00
IL,,5739 South Maryland Avenue,Unknown,Building,0.00,1997,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A80,,,Unknown,0.00,Residential,5739 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=76,0.00
,,Police use as Med Center ID,Unknown,Inactive,0.00,,,0.00,,,,0.00,,,0.00,,,,,Inactive,Inactive,CAD,Other,No,0.00,Unknown,Inactive,,Unknown,,0.00,,,,0.00,,Do Not Assign,,0,A81,,,Unknown,0.00,Inactive,DO NOT ASSIGN,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=77,0.00
IL,,5709 South Maryland Avenue,Unknown,Building,0.00,1998,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A82,,,Unknown,0.00,Residential,5709 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=78,0.00
IL,,5709 South Maryland Avenue,Unknown,Garage/Shed,0.00,1998,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A83,,,Unknown,0.00,Residential,5709 Maryland Garage,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=79,0.00
IL,,850 East 58th Street,Orange,Building,"29,332.00",1996,A84_PHOTO.JPG,96.00,,,,"39,415.00",Pond and Pond,,"47,155.23",,,,,UCH,Chicago Biology and  Medicine,CAD,NA,No,60.00,Unknown,Campus,AS,No,,"10,083.00",,,,"47,155.23",CHICAGO,Owned,,73,A84,,,Unknown,0.00,ADMOffice,American School Building,Chicago Biology and  Medicine,20-14-114-035,147,1907,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=80,125.00
IL,,58th Street and Maryland Avenue,Unknown,Parking Lot,0.00,,,0.00,,2002,,0.00,,,0.00,,,,,UCH,Chicago Biology and  Medicine,CAD,Demolished,No,0.00,Unknown,Campus,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A85,,,Unknown,0.00,Parking,American School Parking Lot,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=81,0.00
IL,13,929 East 57th Street,None,Building,"242,450.00",2005,A86_PHOTO.JPG,267.00,,,,"412,072.00",Ellenzweig Associates,,"479,503.26",,,,,BSD,University Facilities Services-North Shop,CAD,NA,Yes,76.00,No,Campus,GCIS,No,None,"169,468.00",,plus 24' to roof stacks,E100,"471,918.02",CHICAGO,Owned,,771,A86,,,PSD,0.00,Laboratory,Gordon Center for Integrative Science,University Facilities Services,"2014115012~14,21~22",263,2005,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=82,458.00
IL,05,5721 South Maryland Avenue,None,Building,"118,349.00",2004,A87_PHOTO.JPG,357.00,,,,"220,454.00",Stanley Beaman & Sears,,"252,204.00",,,,,UCH,Chicago Biology and  Medicine,CAD,NA,No,120.00,Unknown,Campus,CCH,No,,"102,105.00",,,B100,"250,751.28",CHICAGO,Owned,,204,A87,,,Unknown,0.00,Patient Care,Comer Children's Hospital,Chicago Biology and  Medicine,20-14-114-009 to 024,327,2004,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=83,128.00
IL,,5703 South Maryland Avenue,Unknown,Building,0.00,1999,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A88,,,Unknown,0.00,Residential,5703 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=84,0.00
IL,,5721 South Maryland Avenue,Unknown,Building,0.00,1998,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A89,,,Unknown,0.00,Residential,5721 Maryland,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=85,0.00
IL,,5715 South Drexel Avenue,Unknown,Parking Lot,0.00,,,0.00,,2001,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Campus,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A90,,,Unknown,0.00,Parking,Phemister Parking Lot,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=86,0.00
,,Police use as ER ID,Unknown,Inactive,0.00,,,0.00,,,,0.00,,,0.00,,,,,Inactive,Inactive,CAD,Other,No,0.00,Unknown,Inactive,,Unknown,,0.00,,,,0.00,,Do Not Assign,,0,A91,,,Unknown,0.00,Inactive,DO NOT ASSIGN,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=87,0.00
IL,,5722 South Drexel Avenue,Unknown,Building,0.00,1999,,0.00,,2005,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,A92,,,Unknown,0.00,Residential,5720-22 Drexel,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=88,0.00
IL,,5730 South Drexel Avenue,None,Building,"63,933.00",2006,A94_PHOTO.JPG,252.00,,,,"125,725.00",Stanley Beaman & Sears,,"141,967.19",,,,,UCH,Chicago Biology and  Medicine,CAD,NA,No,100.00,Unknown,Campus,CCCSC,No,,"61,792.00",,,B100,"141,967.19",CHICAGO,Owned,,83,A94,,,Unknown,0.00,Patient Care,Comer Center for Children and Specialty Care,Chicago Biology and  Medicine,20-14-114-030 to 36,11,2006,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=89,124.00
IL,,5700 South Maryland Avenue,None,Building,"573,873.00",2013,A95_PHOTO.JPG,171.00,,,,"1,003,740.00",Rafael Vinoly Architects,,"1,205,372.40",,,,LEED Certified Silver - New Construction,UCH,Chicago Biology and  Medicine,CAD,NA,No,200.00,Unknown,Campus,CCD,No,,"429,790.00",,,B100,"1,205,372.40",CHICAGO,Owned,,0,A95,,,Unknown,0.00,Patient Care,Center for Care and Discovery,Chicago Biology and  Medicine,"20-14-113-024, +",0,2013,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=90,577.00
IL,,"57th-59th Streets, Cottage to Ellis",Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,FS,Other,CAD,NA,Yes,0.00,Unknown,Campus,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,AG,,,Unknown,34.44,Non-Building,A Grid Grounds,University Facilities Services,See buildings,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=91,0.00
,,Ellis Avenue between 57th & 58th Streets,None,Grounds,0.00,,AG01_PHOTO.JPG,0.00,,,,0.00,Sasaki Associates,,0.00,,,,,FS,Unknown,CAD,NA,Unknown,0.00,No,Campus,,No,"2004, Sasaki Associates",0.00,,,UNK,0.00,,Owned,,0,AG01,,,Unknown,"82,800.00",Non-Building,Science Quadrangle,University Facilities Services,20-14-115-014,0,1984,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=92,0.00
,,58th & Ellis,Unknown,Grounds,0.00,,AG02_PHOTO.JPG,0.00,,,,0.00,Richard Bumstead,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,No,Campus,,No,"2008, 2012, 2013",0.00,,,UNK,0.00,,Owned,,0,AG02,,,Unknown,"37,200.00",Non-Building,University Bookstore Plaza,Unknown,20-14-119-008,0,1983,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=93,0.00
,,NE of 59th & Drexel,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV42,,,Unknown,0.00,Non-Building,Vault at South Entrance to Goldblatt Pavillion,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=94,0.00
,,SW of 58th & Ellis,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV59,,,Unknown,0.00,Non-Building,Vault at Surgery Brain (NE),Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=95,0.00
,,SW of 58th & Ellis,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV60,,,Unknown,0.00,Non-Building,Vault at Surgery Brain (North),Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=96,0.00
,,NW of 58th & Ellis,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV61,,,Unknown,0.00,Non-Building,North High Vault (East),Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=97,0.00
,,NW of 58th & Ellis,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV62,,,Unknown,0.00,Non-Building,North High Vault (Center),Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=98,0.00
,,NW of 58th & Ellis,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV63,,,Unknown,0.00,Non-Building,North High Vault (West),Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=99,0.00
,,NW of 58th & Ellis,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV64,,,Unknown,0.00,Non-Building,Vault NW of Hinds,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=100,0.00
,,NW of 58th & Ellis,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV65,,,Unknown,0.00,Non-Building,Vault East of Crerar,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=101,0.00
,,S of 57th & Ingleside,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV67,,,Unknown,0.00,Non-Building,Vault North of GCIS,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=102,0.00
,,Drexel between 57th & 58th,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,AV69,,,Unknown,0.00,Non-Building,Vault East of Comer II,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=103,0.00
IL,03,933 East 56th Street,None,Building,"34,002.00",1964,B01_PHOTO.JPG,119.00,,,,"57,964.00",Skidmore Owings Merrill,,"67,091.87",,,,,PSD,University Facilities Services-North Shop,CAD,NA,Yes,50.00,No,Campus,LASR,No,2017,"23,962.00",Not listed as of July 2011,to parapet,E100,"67,091.87",CHICAGO,Owned,,127,B01,,The building is individually noted in Appendix I as a post-WWII building.,Unknown,0.00,ACADOffice,Physics Research Center,University Facilities Services,"20-14-110-001, +",115,1964,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=104,119.00
IL,32,935 East 56th Street,None,Building,"16,209.00",1967,B02_PHOTO.JPG,110.00,,,,"23,881.00",Hausner and Macsai Inc.,,"32,204.43",,,,,PSD,University Facilities Services-North Shop,CAD,NA,Yes,59.00,No,Campus,HEP,No,None,"7,672.00",Not listed as of July 2011,40' + 12' penthouse + 7' sloped ground,C302,"32,204.43",CHICAGO,Owned,,55,B02,,The building is individually noted in Appendix I as a post WWII building.,Unknown,0.00,ACADOffice,High Energy Physics,University Facilities Services,20-14-110-001,35,1967,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=105,62.00
IL,03,5604-20 South Ellis Avenue,None,Building,"35,538.00",1949,B03_PHOTO.JPG,255.00,,,,"51,454.00",Schmidt Garden and Erikson,,"78,616.02",,,,,PSD,University Facilities Services-North Shop,CAD,NA,Yes,41.00,No,Campus,Acc,No,1991 3rd story addition; periodic reconfigurations,"15,916.00",Not listed as of July 2011,no penthouse,C302,"58,781.22",CHICAGO,Owned,,87,B03,,The building is individually noted in Appendix I as a post WWII building.,Unknown,0.00,Laboratory,Accelerator Building,University Facilities Services,20-14-110-017,48,1949,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=106,104.00
IL,03,5640 South Ellis Avenue,None,Building,0.00,1960,B04_PHOTO.JPG,132.00,,2011,,0.00,Schmidt Garden and Erikson,,"29,532.39",,,,,PSD,University Facilities Services-North Shop,CAD,NA,Yes,26.00,No,Campus,AAC,No,None,0.00,Not listed as of July 2011,,C302,"29,532.39",CHICAGO,Demolished,,0,B04,,The building is individually noted in Appendix I as a post WWII building.,Unknown,0.00,Laboratory,Astronomy and Astrophysics Center,University Facilities Services,20-14-110-001,0,1960,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=107,109.00
IL,,5630 South Ingleside Avenue,Unknown,Building,0.00,1930,,0.00,,1991,,0.00,,,0.00,,,,,BSD,Inactive,CAD,Demolished,No,0.00,Unknown,Campus,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,B05,,,Unknown,0.00,Laboratory,Barnes Laboratory,Inactive,,0,1930,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=108,0.00
